carat,cut,color,clarity,depth,table,price,x,y,z
1.07,Ideal,G,VVS2,62.8,54.0,9.013473543740192,6.51,6.55,4.1
1.41,Good,F,SI1,63.7,58.0,9.013473543740192,7.06,7.01,4.48
1.22,Ideal,G,VS2,61.4,56.0,9.013595294516504,6.88,6.9,4.23
1.22,Premium,G,VS2,61.8,58.0,9.013595294516504,6.84,6.91,4.25
1.51,Very Good,I,SI1,63.5,57.0,9.01371703047137,7.19,7.24,4.58
1.51,Very Good,I,SI1,62.8,59.0,9.01371703047137,7.17,7.26,4.53
1.0,Very Good,F,VVS2,61.4,58.0,9.013960457931187,6.36,6.41,3.92
1.52,Premium,J,VS1,61.2,59.0,9.013960457931187,7.36,7.39,4.51
1.52,Very Good,J,VS1,62.2,55.0,9.014082149443356,7.35,7.42,4.59
1.0,Ideal,G,VVS1,61.9,57.0,9.014082149443356,6.39,6.43,3.97
1.51,Ideal,J,VS2,62.0,56.0,9.014082149443356,7.3,7.34,4.54
1.06,Very Good,E,VS1,59.6,60.0,9.014325488050225,6.68,6.75,4.0
1.12,Premium,G,VVS1,58.9,60.0,9.014325488050225,6.91,6.78,4.03
1.51,Very Good,H,VS2,63.1,57.0,9.014325488050225,7.24,7.21,4.56
1.73,Good,E,I1,63.6,59.0,9.014447135152134,7.56,7.6,4.82
1.62,Ideal,I,SI2,62.2,57.0,9.014447135152134,7.51,7.57,4.69
1.57,Ideal,J,SI1,62.4,57.0,9.014568767457824,7.51,7.4,4.65
1.51,Very Good,I,VS2,63.1,56.0,9.014811987694946,7.26,7.32,4.6
1.4,Premium,H,SI1,62.4,57.0,9.014811987694946,7.19,7.11,4.46
1.4,Premium,H,SI1,62.2,58.0,9.014811987694946,7.16,7.12,4.44
1.5,Ideal,H,VVS2,61.3,56.0,9.014933575633572,7.37,7.28,4.49
1.04,Very Good,G,IF,61.7,58.0,9.015055148790369,6.47,6.6,4.03
1.02,Ideal,E,VS2,61.0,56.0,9.015055148790369,6.53,6.51,3.98
1.25,Ideal,G,SI1,60.7,56.0,9.01517670716893,6.98,7.05,4.26
1.0,Very Good,F,VVS2,61.1,55.0,9.015298250772847,6.49,6.51,3.97
1.31,Ideal,F,SI1,62.4,57.0,9.015298250772847,6.96,6.88,4.32
1.59,Ideal,J,VVS2,60.3,57.0,9.015298250772847,7.65,7.58,4.59
1.57,Ideal,I,SI2,62.6,58.0,9.015419779605713,7.38,7.41,4.63
1.32,Ideal,G,SI1,62.1,57.0,9.015784277513886,7.02,7.05,4.37
1.2,Very Good,F,VS2,61.1,58.0,9.015905747298426,6.82,6.86,4.18
1.5,Premium,F,SI2,63.0,59.0,9.015905747298426,7.24,7.2,4.55
1.11,Very Good,F,VS1,62.1,58.0,9.01602720232985,6.63,6.7,4.14
1.11,Ideal,F,VS2,60.9,57.0,9.01602720232985,6.69,6.75,4.09
1.23,Ideal,G,VS2,62.4,57.0,9.01602720232985,6.88,6.83,4.28
1.27,Very Good,H,VS1,60.7,54.0,9.01627006814768,7.01,7.05,4.27
1.07,Ideal,G,VVS2,62.4,55.6,9.01627006814768,6.48,6.55,4.07
1.03,Ideal,F,VS1,62.8,54.0,9.016512874996026,6.48,6.39,4.05
1.26,Ideal,H,VS1,60.9,57.0,9.01663425631559,6.97,6.99,4.25
1.0,Ideal,G,VVS2,61.2,56.0,9.016755622903517,6.47,6.5,3.97
0.9,Good,D,VVS1,62.9,58.0,9.016755622903517,6.01,6.1,3.81
1.53,Very Good,I,SI1,63.1,57.0,9.017119634313227,7.34,7.28,4.61
1.51,Good,I,SI1,62.5,57.0,9.017119634313227,7.25,7.32,4.55
1.51,Good,H,SI2,61.0,56.0,9.01724094201035,7.29,7.37,4.47
1.02,Ideal,E,VS1,60.1,57.0,9.0173622349937,6.59,6.52,3.94
1.51,Good,I,SI1,63.7,61.0,9.017483513266844,7.15,7.11,4.54
1.51,Good,F,SI2,63.8,59.0,9.017483513266844,7.22,7.18,4.59
1.0,Very Good,G,VVS1,62.3,55.0,9.017604776833355,6.34,6.44,3.98
1.03,Ideal,G,VVS1,62.0,56.0,9.017847259860732,6.5,6.54,4.04
1.12,Ideal,F,VS2,62.1,56.0,9.018210874191142,6.63,6.67,4.13
1.01,Ideal,G,VVS2,62.2,54.0,9.018332049592685,6.48,6.41,4.01
1.13,Ideal,E,VS2,62.0,54.0,9.018453210312527,6.66,6.7,4.14
1.54,Ideal,I,SI2,62.0,59.0,9.018574356354229,7.33,7.38,4.56
1.5,Good,I,SI1,61.1,63.0,9.018574356354229,7.27,7.34,4.46
1.17,Premium,F,VS2,60.2,58.0,9.01881660441743,6.88,6.85,4.13
1.26,Ideal,D,VS2,62.5,57.0,9.01881660441743,6.9,6.85,4.3
1.27,Ideal,D,SI1,62.1,55.0,9.01881660441743,6.92,6.96,4.31
1.3,Premium,F,SI1,61.1,53.0,9.01881660441743,7.17,7.04,4.34
1.35,Very Good,G,VS1,63.4,56.0,9.01881660441743,7.09,7.01,4.47
1.24,Ideal,H,VS2,60.8,56.0,9.018937706446035,6.92,6.96,4.22
1.77,Very Good,J,SI2,63.4,60.0,9.018937706446035,7.65,7.61,4.84
1.5,Good,I,SI1,63.1,54.0,9.019058793810718,7.31,7.34,4.62
1.54,Premium,I,SI1,60.9,59.0,9.019058793810718,7.42,7.46,4.53
1.52,Premium,J,VS1,62.4,59.0,9.019058793810718,7.36,7.31,4.58
1.52,Premium,J,VS1,62.0,59.0,9.019058793810718,7.36,7.34,4.56
1.31,Very Good,H,VS2,60.4,58.0,9.01942196795671,7.04,7.09,4.27
1.31,Ideal,H,VS2,61.8,57.0,9.01942196795671,7.02,7.06,4.35
1.7,Premium,H,SI2,59.8,61.0,9.019664010799474,7.67,7.62,4.57
1.72,Fair,D,SI2,64.6,58.0,9.019785010255125,7.53,7.46,4.84
1.01,Very Good,F,VVS2,63.0,56.0,9.019905995071678,6.34,6.4,4.01
1.19,Ideal,F,VS2,62.0,57.0,9.019905995071678,6.76,6.78,4.2
1.01,Premium,D,VS1,62.4,58.0,9.019905995071678,6.38,6.41,3.99
1.2,Premium,F,VS2,62.8,62.0,9.020026965252676,6.69,6.62,4.18
1.17,Ideal,H,IF,61.0,53.0,9.020026965252676,6.89,6.85,4.19
1.4,Very Good,D,SI2,61.8,54.0,9.020268861722167,7.16,7.21,4.44
1.04,Ideal,G,VVS1,62.5,55.0,9.020268861722167,6.54,6.45,4.06
1.53,Very Good,E,SI2,59.3,60.0,9.020510699691906,7.44,7.46,4.42
1.39,Ideal,I,VVS2,61.6,53.0,9.02063159674821,7.21,7.22,4.44
1.51,Good,J,VS1,61.5,59.0,9.02063159674821,7.26,7.31,4.48
1.54,Ideal,J,VS2,61.9,57.0,9.021115038865434,7.39,7.5,4.6
1.41,Ideal,J,VS1,61.6,56.0,9.021115038865434,7.19,7.22,4.44
1.2,Ideal,H,VS1,61.6,57.0,9.021115038865434,6.82,6.85,4.21
1.5,Good,J,VVS2,63.3,57.0,9.021235862885396,7.25,7.28,4.6
1.12,Ideal,D,VS2,62.0,55.0,9.021598247379305,6.63,6.66,4.12
1.01,Ideal,D,VS2,62.6,55.0,9.021598247379305,6.42,6.46,4.03
1.2,Premium,E,VS2,62.0,59.0,9.021598247379305,6.78,6.71,4.18
1.1,Ideal,F,VS1,61.7,57.0,9.021598247379305,6.67,6.65,4.11
1.52,Good,G,SI2,63.0,61.0,9.0217190130337,7.25,7.28,4.58
1.09,Ideal,G,VVS2,62.5,56.0,9.021960500598263,6.54,6.58,4.1
1.7,Good,J,VS2,63.6,59.0,9.021960500598263,7.53,7.48,4.77
1.51,Ideal,G,SI1,61.6,56.0,9.022081222515475,7.34,7.25,4.5
1.41,Very Good,H,SI1,62.6,59.0,9.022081222515475,7.08,7.14,4.45
1.03,Ideal,E,VS1,61.7,56.0,9.022201929860664,6.47,6.53,4.01
1.06,Ideal,G,VS1,61.1,57.0,9.022322622637347,6.54,6.61,4.02
0.4,Ideal,D,SI2,61.3,56.0,6.434546518787453,4.72,4.77,2.91
0.33,Very Good,G,VS2,61.5,59.4,6.436150368369428,4.45,4.49,2.75
0.27,Ideal,H,VVS2,62.1,57.0,6.436150368369428,4.15,4.1,2.56
0.27,Premium,H,VVS2,60.7,59.0,6.436150368369428,4.21,4.19,2.55
0.32,Very Good,H,VS1,58.9,63.0,6.437751649736401,4.46,4.4,2.61
0.32,Very Good,F,VS2,61.5,59.7,6.437751649736401,4.32,4.39,2.68
0.3,Ideal,G,VS1,61.8,56.0,6.437751649736401,4.31,4.33,2.67
0.3,Ideal,G,VS1,63.1,55.0,6.437751649736401,4.25,4.31,2.7
0.3,Ideal,G,VS1,62.0,56.0,6.437751649736401,4.29,4.32,2.67
0.3,Ideal,G,VS1,62.2,55.0,6.437751649736401,4.28,4.31,2.67
0.3,Ideal,G,VS1,60.9,57.0,6.437751649736401,4.34,4.36,2.65
0.3,Ideal,G,VS1,61.8,57.0,6.437751649736401,4.29,4.32,2.66
0.3,Ideal,G,VS1,62.4,57.0,6.437751649736401,4.3,4.32,2.69
0.3,Ideal,G,VS1,60.6,57.0,6.437751649736401,4.38,4.4,2.66
0.4,Ideal,I,SI1,62.3,55.0,6.437751649736401,4.72,4.75,2.95
0.25,Ideal,G,IF,61.7,56.0,6.437751649736401,4.04,4.1,2.51
0.36,Very Good,I,SI1,63.1,57.0,6.437751649736401,4.55,4.51,2.86
0.36,Premium,I,SI1,60.4,60.0,6.437751649736401,4.62,4.58,2.78
0.37,Ideal,J,VS1,62.6,57.0,6.437751649736401,4.57,4.54,2.85
0.37,Ideal,J,VS1,62.4,55.0,6.437751649736401,4.64,4.59,2.88
0.37,Very Good,G,SI2,63.4,57.0,6.437751649736401,4.57,4.55,2.89
0.37,Very Good,G,SI2,63.3,55.0,6.437751649736401,4.61,4.58,2.91
0.37,Premium,F,SI2,60.2,60.0,6.437751649736401,4.7,4.6,2.8
0.37,Premium,F,SI2,60.7,57.0,6.437751649736401,4.67,4.62,2.82
0.33,Premium,H,VS2,58.8,62.0,6.437751649736401,4.53,4.49,2.65
0.32,Premium,E,SI1,62.0,60.0,6.437751649736401,4.43,4.38,2.73
0.28,Good,E,VS2,63.7,60.0,6.439350371100098,4.23,4.18,2.68
0.41,Ideal,I,VS2,61.4,54.0,6.439350371100098,4.81,4.83,2.96
1.21,Ideal,H,VVS1,62.8,55.0,9.022443300849043,6.78,6.82,4.27
1.01,Premium,D,VS1,60.0,58.0,9.022443300849043,6.6,6.54,3.94
1.51,Fair,I,VS2,64.6,58.0,9.022563964499264,7.19,7.15,4.63
1.51,Ideal,H,SI1,61.9,57.0,9.022563964499264,7.37,7.32,4.55
1.61,Very Good,E,SI2,61.9,57.0,9.022684613591526,7.44,7.48,4.62
1.53,Ideal,H,SI1,61.9,58.0,9.022805248129341,7.38,7.42,4.58
1.5,Very Good,E,SI2,62.2,58.0,9.02304647355567,7.31,7.35,4.56
1.5,Very Good,I,SI1,63.1,59.0,9.02304647355567,7.16,7.23,4.54
1.5,Ideal,I,SI1,62.7,57.0,9.02304647355567,7.21,7.3,4.55
1.23,Premium,G,VS1,59.6,60.0,9.023287640806327,6.99,6.94,4.15
1.21,Premium,G,VS2,60.3,60.0,9.023408202624545,6.89,6.83,4.14
1.21,Premium,H,IF,62.2,58.0,9.023408202624545,6.8,6.83,4.24
1.21,Ideal,G,VS2,61.5,56.0,9.023408202624545,6.83,6.88,4.22
1.09,Ideal,G,VVS2,61.2,57.0,9.023528749909364,6.62,6.66,4.06
1.09,Ideal,G,VS1,60.4,58.0,9.023649282664286,6.67,6.7,4.04
1.24,Very Good,G,VS1,62.0,55.0,9.023890304598448,6.89,6.95,4.29
1.51,Ideal,J,VS1,61.3,61.0,9.023890304598448,7.34,7.4,4.52
1.24,Ideal,F,VS2,62.2,56.0,9.023890304598448,6.94,6.88,4.3
1.52,Premium,I,SI1,61.2,60.0,9.02401079378469,7.41,7.36,4.52
1.52,Ideal,E,SI2,61.0,56.0,9.02401079378469,7.45,7.41,4.53
1.24,Ideal,H,VS1,61.6,56.0,9.02401079378469,6.88,6.91,4.25
1.24,Ideal,H,VS1,62.1,56.0,9.02401079378469,6.85,6.88,4.26
1.52,Premium,G,SI2,60.9,57.0,9.02401079378469,7.5,7.44,4.55
1.54,Very Good,H,SI2,62.3,56.0,9.024251728612985,7.33,7.38,4.58
1.55,Ideal,J,SI1,62.4,57.0,9.024251728612985,7.5,7.45,4.67
1.02,Ideal,E,VS1,62.2,54.0,9.024492605405669,6.43,6.46,4.01
1.21,Premium,G,VS1,59.5,58.0,9.024733424190698,6.97,7.01,4.16
1.09,Ideal,G,VS1,60.3,57.0,9.024733424190698,6.68,6.73,4.04
1.02,Ideal,G,IF,62.5,57.0,9.025455532779063,6.44,6.37,4.0
1.51,Premium,D,SI2,61.4,56.0,9.025455532779063,7.37,7.32,4.51
1.27,Very Good,D,SI1,62.5,58.0,9.025575833531088,6.87,6.92,4.31
1.51,Good,I,SI1,63.7,58.0,9.025696119812583,7.22,7.26,4.61
1.22,Ideal,G,VS1,61.3,56.0,9.025696119812583,6.93,6.88,4.23
1.47,Premium,F,SI2,61.6,60.0,9.025816391627028,7.38,7.33,4.53
1.14,Very Good,E,VS1,63.1,59.0,9.025936648977904,6.63,6.61,4.18
1.5,Good,I,VS2,61.9,60.0,9.026056891868688,7.25,7.28,4.5
1.5,Premium,G,SI2,60.7,58.0,9.026056891868688,7.39,7.33,4.47
1.5,Premium,E,SI2,62.7,59.0,9.026056891868688,7.3,7.22,4.55
1.02,Very Good,E,VS1,62.9,54.0,9.026177120302856,6.38,6.46,4.04
1.56,Very Good,H,SI2,59.9,59.0,9.026177120302856,7.47,7.52,4.49
1.02,Ideal,G,VVS1,61.5,57.0,9.026177120302856,6.47,6.44,3.97
1.01,Premium,F,VVS2,61.8,59.0,9.026417533815254,6.46,6.42,3.98
1.06,Premium,G,VVS1,61.1,58.0,9.026417533815254,6.57,6.53,4.0
1.2,Ideal,G,VS2,59.9,61.0,9.026657889542886,6.85,6.88,4.11
1.08,Ideal,F,VS1,62.1,53.0,9.026657889542886,6.6,6.64,4.11
1.72,Premium,J,SI1,61.7,58.0,9.027018314848645,7.71,7.81,4.79
1.56,Premium,J,VS1,61.1,59.0,9.027018314848645,7.49,7.52,4.58
1.59,Ideal,J,SI1,62.4,55.0,9.02713842775492,7.48,7.45,4.66
1.11,Premium,E,VS1,61.2,58.0,9.027618735160889,6.69,6.65,4.08
1.01,Very Good,F,VS2,62.0,60.0,9.027738775974909,6.36,6.39,3.95
1.6,Premium,H,SI2,59.4,59.0,9.0280988119824,7.6,7.55,4.5
1.5,Premium,H,SI2,62.5,60.0,9.0280988119824,7.32,7.25,4.55
1.0,Premium,D,VS1,61.9,55.0,9.0280988119824,6.4,6.36,3.95
1.0,Premium,D,VS1,62.2,55.0,9.0280988119824,6.46,6.4,4.0
1.2,Very Good,F,VS2,62.6,56.0,9.028218795184895,6.73,6.78,4.23
1.2,Ideal,F,VS2,62.3,55.0,9.028218795184895,6.79,6.83,4.24
1.65,Ideal,J,SI1,62.5,56.0,9.028218795184895,7.59,7.54,4.73
1.01,Good,D,VS1,64.1,55.0,9.028818495352793,6.29,6.38,4.06
1.22,Very Good,G,VS2,62.3,58.0,9.028938392241612,6.79,6.82,4.24
1.04,Premium,D,VS1,62.3,59.0,9.02905827475689,6.48,6.39,4.01
1.04,Ideal,D,VS1,59.1,56.0,9.02905827475689,6.65,6.59,3.91
1.51,Ideal,I,SI1,61.1,59.0,9.029178142902074,7.4,7.37,4.51
1.52,Premium,F,SI2,62.3,59.0,9.029178142902074,7.37,7.33,4.58
1.06,Ideal,F,VS1,61.7,57.0,9.029417836095936,6.55,6.57,4.05
1.14,Ideal,G,VS1,61.4,57.0,9.029657471850737,6.75,6.81,4.16
1.02,Ideal,D,VS1,62.6,57.0,9.029777268197092,6.4,6.44,4.02
1.08,Ideal,G,VVS1,61.6,56.0,9.029777268197092,6.6,6.65,4.08
1.5,Good,J,VS1,60.7,61.0,9.029777268197092,7.27,7.3,4.42
1.01,Very Good,E,VS1,59.4,59.0,9.029897050194,6.52,6.54,3.88
1.21,Ideal,E,VS1,62.2,57.0,9.029897050194,6.83,6.8,4.24
1.21,Ideal,F,VS2,61.5,56.0,9.029897050194,6.87,6.83,4.21
1.13,Premium,E,VS1,61.1,59.0,9.03049574505712,6.72,6.69,4.1
1.64,Very Good,F,SI2,63.2,57.0,9.03097444300786,7.56,7.47,4.75
1.13,Very Good,E,VS2,61.9,61.0,9.031094081699155,6.61,6.64,4.1
1.06,Ideal,G,VVS2,61.7,56.0,9.031094081699155,6.59,6.56,4.06
1.0,Good,E,VVS1,63.4,59.0,9.031213706078747,6.27,6.24,4.0
1.07,Premium,D,VS1,62.0,60.0,9.031213706078747,6.55,6.49,4.04
1.16,Very Good,G,VVS2,62.3,59.0,9.03145291191651,6.69,6.72,4.18
1.22,Premium,G,VS2,61.8,58.0,9.031572493381526,6.91,6.84,4.25
1.22,Ideal,G,VS2,61.4,56.0,9.031572493381526,6.9,6.88,4.23
1.57,Ideal,J,VS2,62.3,54.0,9.031692060548524,7.5,7.49,4.67
1.74,Premium,J,VS2,61.9,62.0,9.031811613420924,7.62,7.54,4.7
1.09,Ideal,G,VVS2,60.6,57.0,9.031811613420924,6.62,6.7,4.05
1.25,Ideal,H,VS1,62.1,57.0,9.031931152002144,6.89,6.92,4.29
1.53,Premium,H,SI1,62.4,60.0,9.031931152002144,7.34,7.31,4.57
1.71,Premium,I,SI2,59.0,60.0,9.032050676295599,7.86,7.83,4.63
1.52,Premium,J,VS1,61.2,59.0,9.032050676295599,7.39,7.36,4.51
1.0,Ideal,G,VVS1,61.9,57.0,9.032050676295599,6.43,6.39,3.97
1.73,Good,E,I1,63.6,59.0,9.032528630660057,7.6,7.56,4.82
1.51,Premium,J,VS1,62.1,58.0,9.03264808356589,7.36,7.4,4.58
1.5,Ideal,I,SI1,62.3,56.0,9.03264808356589,7.35,7.41,4.6
1.51,Very Good,H,SI2,60.8,56.0,9.032767522204432,7.41,7.46,4.52
1.01,Very Good,G,VVS1,61.8,59.0,9.032886946579088,6.47,6.41,3.98
1.0,Good,D,VVS2,60.2,62.0,9.033006356693267,6.42,6.46,3.88
1.03,Very Good,F,VVS2,61.3,57.0,9.033125752550372,6.49,6.53,3.99
1.22,Very Good,G,VS2,62.7,58.0,9.03336450150698,6.8,6.72,4.24
1.6,Ideal,I,SI2,61.9,57.0,9.03336450150698,7.48,7.51,4.64
1.6,Very Good,F,SI2,60.5,60.0,9.03336450150698,7.52,7.55,4.56
1.2,Good,E,VS2,63.6,57.0,9.033722518098907,6.74,6.68,4.27
1.23,Premium,G,VS1,62.8,56.0,9.033841828485016,6.86,6.81,4.29
1.23,Premium,G,VS1,61.8,58.0,9.033841828485016,6.88,6.84,4.24
1.75,Good,H,SI2,64.1,56.0,9.034318927730707,7.59,7.55,4.85
1.03,Ideal,G,VVS2,60.7,57.0,9.034318927730707,6.5,6.58,3.97
1.33,Ideal,H,VS2,59.5,57.0,9.034318927730707,7.18,7.23,4.29
1.2,Good,G,VS1,63.6,58.0,9.03455739202181,6.59,6.56,4.18
1.51,Premium,H,SI2,62.4,58.0,9.034676602846295,7.36,7.31,4.58
1.5,Very Good,J,VVS2,63.3,56.0,9.035034150076132,7.18,7.29,4.58
1.31,Ideal,H,VS1,62.4,56.0,9.035153304082828,7.0,6.98,4.36
1.07,Ideal,G,VVS2,62.4,54.0,9.035272443893536,6.51,6.56,4.08
1.12,Ideal,G,VS1,62.5,54.0,9.035391569511642,6.65,6.69,4.17
1.51,Ideal,I,SI1,61.2,60.0,9.035629778183564,7.39,7.37,4.52
1.51,Ideal,I,SI1,59.4,61.0,9.035629778183564,7.52,7.46,4.45
1.7,Premium,F,SI2,60.2,61.0,9.035748861244139,7.79,7.68,4.66
1.03,Ideal,G,VVS1,62.0,56.0,9.035867930125628,6.54,6.5,4.04
1.5,Premium,F,SI1,60.0,60.0,9.036106025364846,7.48,7.42,4.47
1.51,Ideal,I,SI1,62.7,57.0,9.036106025364846,7.35,7.3,4.59
1.11,Ideal,G,VS2,61.6,56.0,9.036106025364846,6.62,6.65,4.09
1.0,Premium,F,VVS2,61.2,60.0,9.036106025364846,6.43,6.38,3.92
1.25,Ideal,E,VS2,62.6,56.0,9.036106025364846,6.89,6.84,4.3
1.01,Very Good,E,VVS2,61.6,58.0,9.036225051729327,6.4,6.46,3.96
1.02,Ideal,G,VVS2,62.1,57.0,9.036225051729327,6.43,6.45,4.0
1.02,Ideal,G,VVS2,61.6,57.0,9.036225051729327,6.45,6.47,3.98
1.02,Ideal,G,VVS2,62.7,57.0,9.036225051729327,6.41,6.45,4.03
1.21,Premium,G,VS2,62.8,59.0,9.036344063928219,6.84,6.76,4.27
1.21,Very Good,F,VS2,62.9,54.0,9.036463061964891,6.78,6.82,4.28
1.01,Very Good,E,VS1,60.4,60.0,9.036463061964891,6.43,6.48,3.9
1.13,Ideal,E,VS2,62.0,54.0,9.036582045842716,6.7,6.66,4.14
1.23,Very Good,H,VVS1,62.5,58.0,9.036701015565063,6.77,6.82,4.25
1.08,Ideal,F,VS1,61.4,55.0,9.036701015565063,6.61,6.69,4.08
1.12,Very Good,G,VVS1,60.9,57.0,9.037057839832897,6.67,6.72,4.08
1.52,Very Good,H,SI2,62.8,58.0,9.037057839832897,7.25,7.3,4.57
1.5,Very Good,I,SI1,63.1,54.0,9.037057839832897,7.34,7.31,4.62
1.54,Premium,E,SI2,59.9,60.0,9.037057839832897,7.49,7.38,4.46
1.18,Very Good,G,VS2,62.7,54.7,9.03741453682259,6.74,6.77,4.23
1.22,Ideal,H,VS1,61.9,54.0,9.03741453682259,6.88,6.9,4.26
1.06,Ideal,E,VS1,62.1,57.0,9.037652264150466,6.49,6.52,4.04
1.2,Ideal,G,VS2,62.8,54.0,9.037771106624906,6.75,6.79,4.25
1.18,Ideal,G,VS1,61.3,56.0,9.037771106624906,6.81,6.83,4.17
1.01,Good,E,VVS2,63.9,58.0,9.03788993497749,6.31,6.37,4.05
1.5,Very Good,J,VVS1,62.3,62.0,9.03788993497749,7.16,7.23,4.48
1.06,Very Good,G,IF,61.2,57.0,9.03788993497749,6.52,6.56,4.0
1.04,Ideal,F,VS2,61.6,56.0,9.03788993497749,6.53,6.55,4.03
1.19,Ideal,F,VS2,62.0,57.0,9.03788993497749,6.78,6.76,4.2
1.3,Ideal,G,SI1,61.6,55.0,9.038008749211576,7.01,7.05,4.33
1.01,Premium,D,VS1,62.4,58.0,9.038008749211576,6.41,6.38,3.99
1.22,Premium,F,VS2,59.8,59.0,9.038127549330516,6.96,6.92,4.15
1.6,Ideal,J,SI1,62.8,55.0,9.038246335337664,7.48,7.42,4.68
1.57,Very Good,G,SI2,61.1,61.0,9.038365107236372,7.43,7.46,4.55
1.4,Premium,D,SI2,61.8,54.0,9.038365107236372,7.21,7.16,4.44
1.46,Ideal,E,SI2,62.3,55.0,9.038602608721874,7.29,7.25,4.53
1.09,Ideal,F,VS1,60.6,57.0,9.038721338315364,6.62,6.64,4.02
1.37,Premium,H,VS1,60.9,59.0,9.038958755220563,7.17,7.24,4.39
1.44,Premium,I,VS1,62.6,59.0,9.039196115772354,7.08,7.14,4.45
1.52,Premium,J,VS1,62.2,59.0,9.039196115772354,7.32,7.38,4.57
1.5,Very Good,J,VVS2,63.3,57.0,9.03931477492408,7.28,7.25,4.6
1.31,Ideal,H,VS1,61.5,56.0,9.039552050995901,7.0,7.06,4.32
1.31,Ideal,H,VS1,61.5,55.0,9.039552050995901,7.02,7.05,4.33
1.13,Ideal,E,VS2,61.4,58.0,9.039670667922676,6.71,6.74,4.13
1.12,Ideal,D,VS2,62.0,55.0,9.039670667922676,6.66,6.63,4.12
1.23,Ideal,H,IF,61.3,57.0,9.039789270781144,6.87,6.92,4.23
1.5,Very Good,F,SI2,62.3,60.0,9.039789270781144,7.29,7.34,4.56
1.5,Premium,I,VS2,62.3,59.0,9.039789270781144,7.24,7.3,4.53
1.23,Premium,G,VS2,62.0,59.0,9.039789270781144,6.87,6.8,4.24
1.2,Very Good,F,VS2,61.1,59.0,9.040382074165628,6.81,6.87,4.18
1.2,Ideal,F,VS2,62.3,56.0,9.040382074165628,6.79,6.82,4.24
1.03,Very Good,D,VS1,60.5,60.0,9.040500592684284,6.52,6.57,3.96
1.24,Very Good,H,VVS2,61.3,55.0,9.040619097157967,6.94,6.96,4.26
1.59,Good,G,SI1,63.8,56.0,9.040974526342444,7.41,7.34,4.71
1.2,Good,G,VS1,63.4,56.0,9.0410929746695,6.7,6.74,4.26
1.2,Premium,G,VS1,60.2,60.0,9.0410929746695,6.82,6.87,4.12
1.2,Ideal,G,VS1,62.3,56.0,9.0410929746695,6.77,6.82,4.23
1.2,Very Good,G,VS1,60.2,60.0,9.0410929746695,6.91,7.0,4.19
1.2,Good,G,VS1,62.8,59.0,9.0410929746695,6.64,6.7,4.19
1.51,Very Good,H,SI2,60.2,59.0,9.041329829241901,7.33,7.43,4.44
1.02,Premium,F,VVS2,61.5,60.0,9.041448235493888,6.5,6.45,3.98
1.21,Premium,H,IF,62.2,58.0,9.041566627727496,6.83,6.8,4.24
1.0,Premium,F,VVS2,59.9,60.0,9.041803370152845,6.46,6.5,3.88
1.24,Premium,G,VS1,62.0,55.0,9.041921720351219,6.95,6.89,4.29
1.24,Ideal,G,VS1,61.1,57.0,9.041921720351219,6.98,6.91,4.24
1.05,Ideal,D,VS2,61.0,56.0,9.042158378735948,6.54,6.61,4.01
1.06,Ideal,G,VS1,62.3,55.0,9.042158378735948,6.5,6.53,4.06
1.21,Ideal,F,VS2,61.2,57.0,9.042276686928927,6.87,6.82,4.19
1.2,Very Good,F,VS2,62.9,55.0,9.042513261332681,6.75,6.8,4.26
1.03,Ideal,G,VVS1,62.4,57.0,9.042513261332681,6.39,6.47,4.01
1.09,Premium,G,VVS2,59.5,61.0,9.042513261332681,6.74,6.7,4.0
1.53,Very Good,G,SI2,62.1,61.0,9.042631527550073,7.28,7.3,4.53
1.21,Premium,G,VS1,59.5,58.0,9.042749779782222,7.01,6.97,4.16
1.21,Premium,G,VS1,62.7,58.0,9.042749779782222,6.79,6.74,4.24
1.24,Ideal,D,SI1,60.4,57.0,9.042868018032435,6.95,7.02,4.22
1.8,Premium,I,SI2,61.8,59.0,9.042868018032435,7.9,7.8,4.85
1.28,Premium,G,VS2,61.4,58.0,9.042986242304014,7.0,6.92,4.27
1.51,Very Good,F,SI2,63.2,60.0,9.043458999670106,7.2,7.27,4.57
1.27,Premium,D,SI1,62.5,58.0,9.043577154098081,6.92,6.87,4.31
1.51,Good,I,SI1,63.7,58.0,9.043695294567236,7.26,7.22,4.61
1.23,Ideal,G,VS1,61.8,57.0,9.04381342108087,6.89,6.86,4.25
1.4,Premium,I,VVS2,62.0,58.0,9.044049632254756,7.22,7.16,4.46
1.5,Good,J,VS1,64.1,55.0,9.044049632254756,7.23,7.13,4.6
1.0,Very Good,F,VVS2,63.2,56.0,9.044049632254756,6.42,6.37,4.04
1.03,Premium,D,VVS2,61.7,59.0,9.0442857876461,6.43,6.48,3.98
1.56,Very Good,I,SI1,60.2,61.0,9.044403844431551,7.5,7.59,4.54
1.01,Premium,F,VVS2,61.8,59.0,9.044403844431551,6.46,6.42,3.98
1.5,Ideal,H,SI2,62.4,58.0,9.044521887281242,7.29,7.26,4.54
1.5,Very Good,I,SI1,60.7,58.0,9.04499391938819,7.34,7.4,4.47
1.56,Premium,J,VS1,61.1,59.0,9.045111892608405,7.52,7.49,4.58
1.39,Premium,F,SI1,62.1,58.0,9.045111892608405,7.1,7.16,4.43
1.52,Premium,I,SI1,61.9,58.0,9.045229851912582,7.37,7.42,4.58
